player_id,team_id,first_name,last_name,position,nationality,date_of_birth,jersey_number,is_active
197,8,Player197,Last197,Forward,France,1999-11-03,93,1
198,8,Player198,Last198,Midfielder,India,1991-03-20,10,1
199,8,Player199,Last199,Forward,France,1991-08-08,7,1
200,8,Player200,Last200,Midfielder,Germany,1985-04-08,9,1
201,9,Player201,Last201,Forward,France,2000-01-20,2,1
202,9,Player202,Last202,Defender,India,1997-05-22,70,1
203,9,Player203,Last203,Goalkeeper,India,1993-12-11,81,1
204,9,Player204,Last204,Defender,England,1996-05-08,14,1
205,9,Player205,Last205,Midfielder,India,1992-01-01,11,1
206,9,Player206,Last206,Midfielder,Germany,1986-08-01,62,1
207,9,Player207,Last207,Midfielder,Portugal,1993-04-27,55,1
208,9,Player208,Last208,Midfielder,England,1997-08-24,59,1
209,9,Player209,Last209,Midfielder,Spain,1993-12-26,4,1
210,9,Player210,Last210,Midfielder,Netherlands,2005-05-03,17,1
211,9,Player211,Last211,Forward,Argentina,1989-05-23,71,1
212,9,Player212,Last212,Forward,Italy,1994-08-23,98,1
213,9,Player213,Last213,Goalkeeper,France,1998-10-08,55,1
214,9,Player214,Last214,Midfielder,Netherlands,1997-03-20,43,1
215,9,Player215,Last215,Midfielder,Netherlands,2005-03-04,15,1
216,9,Player216,Last216,Forward,Italy,1983-02-09,55,1
217,9,Player217,Last217,Goalkeeper,Spain,1984-10-07,17,1
218,9,Player218,Last218,Goalkeeper,Germany,1986-07-27,30,1
219,9,Player219,Last219,Forward,Italy,1998-12-24,53,1
220,9,Player220,Last220,Forward,Brazil,1999-12-24,29,1
221,9,Player221,Last221,Goalkeeper,Argentina,1994-01-07,54,1
222,9,Player222,Last222,Defender,India,1986-02-26,3,1
223,9,Player223,Last223,Goalkeeper,Argentina,1994-09-05,45,1
224,9,Player224,Last224,Goalkeeper,Spain,1987-06-23,17,1
225,9,Player225,Last225,Midfielder,Spain,1994-07-10,24,1
226,10,Player226,Last226,Defender,Portugal,2001-12-09,16,1
227,10,Player227,Last227,Midfielder,Portugal,1999-12-03,72,1
228,10,Player228,Last228,Forward,India,1995-02-08,74,1
229,10,Player229,Last229,Forward,Portugal,1989-07-16,73,1
230,10,Player230,Last230,Goalkeeper,Germany,1988-08-21,61,1
231,10,Player231,Last231,Defender,France,2005-12-06,59,1
232,10,Player232,Last232,Forward,Portugal,2005-12-17,89,1
233,10,Player233,Last233,Forward,Spain,1997-07-07,52,1
234,10,Player234,Last234,Defender,Brazil,1988-11-18,12,1
235,10,Player235,Last235,Goalkeeper,Argentina,2004-11-16,20,1
236,10,Player236,Last236,Forward,France,2005-10-26,20,1
237,10,Player237,Last237,Forward,England,2005-11-06,65,1
238,10,Player238,Last238,Defender,Portugal,1991-11-27,98,1
239,10,Player239,Last239,Defender,Brazil,1993-09-09,97,1
240,10,Player240,Last240,Goalkeeper,Italy,1989-04-04,98,1
241,10,Player241,Last241,Defender,Brazil,1987-09-13,66,1
242,10,Player242,Last242,Goalkeeper,Spain,1990-11-02,45,1
243,10,Player243,Last243,Goalkeeper,Germany,1995-10-20,71,1
244,10,Player244,Last244,Defender,Brazil,1983-08-16,89,1
245,10,Player245,Last245,Defender,Italy,1996-01-15,58,1
246,10,Player246,Last246,Goalkeeper,Italy,1984-09-23,6,1
247,10,Player247,Last247,Forward,France,1988-04-14,91,1
248,10,Player248,Last248,Forward,India,1996-03-04,41,1
249,10,Player249,Last249,Goalkeeper,Spain,2004-04-04,35,1
250,10,Player250,Last250,Defender,England,1989-07-14,3,1
251,11,Player251,Last251,Forward,Germany,1988-11-18,41,1
252,11,Player252,Last252,Forward,Portugal,1984-09-21,71,1
253,11,Player253,Last253,Goalkeeper,Spain,1985-07-11,11,1
254,11,Player254,Last254,Defender,Italy,2003-03-24,29,1
255,11,Player255,Last255,Goalkeeper,Netherlands,1985-01-13,75,1
256,11,Player256,Last256,Defender,Portugal,1990-09-25,38,1
257,11,Player257,Last257,Defender,Spain,1988-03-03,12,1
258,11,Player258,Last258,Defender,Italy,2004-07-18,37,1
259,11,Player259,Last259,Goalkeeper,Portugal,1996-11-06,54,1
260,11,Player260,Last260,Defender,Portugal,1999-08-13,16,1
261,11,Player261,Last261,Goalkeeper,Brazil,1988-11-20,30,1
262,11,Player262,Last262,Defender,India,2001-12-10,32,1
263,11,Player263,Last263,Midfielder,France,1986-12-16,38,1
264,11,Player264,Last264,Forward,Germany,1986-01-05,91,1
265,11,Player265,Last265,Forward,France,2001-10-19,58,1
266,11,Player266,Last266,Goalkeeper,France,1993-01-27,73,1
267,11,Player267,Last267,Goalkeeper,Brazil,1995-05-17,93,1
268,11,Player268,Last268,Midfielder,India,1997-04-05,34,1
269,11,Player269,Last269,Midfielder,Brazil,2004-12-12,16,1
270,11,Player270,Last270,Defender,Argentina,2000-07-19,26,1
271,11,Player271,Last271,Defender,India,1990-07-15,8,1
272,11,Player272,Last272,Goalkeeper,Spain,1985-03-24,63,1
273,11,Player273,Last273,Midfielder,France,1983-06-12,4,1
274,11,Player274,Last274,Midfielder,Italy,1998-08-23,94,1
275,11,Player275,Last275,Defender,Portugal,1985-01-14,65,1
276,12,Player276,Last276,Midfielder,France,1996-07-26,36,1
277,12,Player277,Last277,Forward,Italy,1986-09-13,28,1
278,12,Player278,Last278,Forward,France,2004-03-14,66,1
279,12,Player279,Last279,Defender,France,2002-05-25,98,1
280,12,Player280,Last280,Goalkeeper,Argentina,2003-09-01,82,1
281,12,Player281,Last281,Defender,England,1998-10-13,45,1
282,12,Player282,Last282,Midfielder,England,1986-11-27,87,1
283,12,Player283,Last283,Defender,Argentina,1999-02-26,69,1
284,12,Player284,Last284,Midfielder,Italy,1984-03-04,36,1
285,12,Player285,Last285,Goalkeeper,Brazil,2004-08-27,37,1
286,12,Player286,Last286,Goalkeeper,Brazil,1994-04-28,77,1
287,12,Player287,Last287,Midfielder,France,2005-03-26,30,1
288,12,Player288,Last288,Defender,France,1993-11-26,8,1
289,12,Player289,Last289,Midfielder,France,1999-12-18,80,1
290,12,Player290,Last290,Defender,England,1991-09-25,64,1
291,12,Player291,Last291,Defender,Germany,1985-04-01,77,1
292,12,Player292,Last292,Midfielder,Portugal,1991-08-05,4,1
293,12,Player293,Last293,Forward,Italy,2003-08-22,2,1
294,12,Player294,Last294,Defender,Brazil,1983-12-28,35,1
295,12,Player295,Last295,Midfielder,Argentina,1990-05-09,35,1
296,12,Player296,Last296,Defender,India,2004-03-21,92,1
297,12,Player297,Last297,Midfielder,Spain,1997-01-10,82,1
298,12,Player298,Last298,Goalkeeper,Netherlands,1994-10-01,26,1
299,12,Player299,Last299,Forward,England,1989-04-10,95,1
300,12,Player300,Last300,Defender,Germany,1995-01-28,28,1
301,13,Player301,Last301,Goalkeeper,England,1984-03-15,46,1
302,13,Player302,Last302,Midfielder,Italy,2003-01-11,45,1
303,13,Player303,Last303,Forward,Italy,1992-12-07,90,1
304,13,Player304,Last304,Forward,India,1996-01-22,23,1
305,13,Player305,Last305,Forward,Netherlands,1983-06-16,73,1
306,13,Player306,Last306,Defender,India,1997-03-27,49,1
307,13,Player307,Last307,Midfielder,Brazil,1997-12-14,92,1
308,13,Player308,Last308,Defender,Germany,2005-02-26,2,1
309,13,Player309,Last309,Goalkeeper,England,1984-12-04,56,1
310,13,Player310,Last310,Defender,India,1987-07-15,11,1
311,13,Player311,Last311,Forward,Netherlands,1991-10-14,39,1
312,13,Player312,Last312,Goalkeeper,Argentina,1985-04-08,41,1
313,13,Player313,Last313,Midfielder,France,1985-02-11,71,1
314,13,Player314,Last314,Defender,Netherlands,2004-12-21,44,1
315,13,Player315,Last315,Defender,Spain,2002-12-07,66,1
316,13,Player316,Last316,Defender,Argentina,1988-01-09,95,1
317,13,Player317,Last317,Defender,Portugal,1984-10-02,81,1
318,13,Player318,Last318,Midfielder,Italy,1997-09-06,43,1
319,13,Player319,Last319,Defender,Portugal,1995-05-16,67,1
320,13,Player320,Last320,Forward,India,1990-08-03,88,1
321,13,Player321,Last321,Forward,Spain,1983-07-09,83,1
322,13,Player322,Last322,Forward,Germany,2005-02-13,77,1
323,13,Player323,Last323,Defender,Argentina,2005-01-05,62,1
324,13,Player324,Last324,Forward,Netherlands,1983-06-08,32,1
325,13,Player325,Last325,Forward,England,2001-11-27,67,1
326,14,Player326,Last326,Midfielder,India,2001-08-03,21,1
327,14,Player327,Last327,Defender,India,1997-07-27,91,1
328,14,Player328,Last328,Forward,Germany,1999-03-17,45,1
329,14,Player329,Last329,Forward,Argentina,1997-07-06,21,1
330,14,Player330,Last330,Goalkeeper,Italy,1994-11-04,43,1
331,14,Player331,Last331,Defender,Argentina,2000-01-02,20,1
332,14,Player332,Last332,Forward,Argentina,1998-08-10,67,1
333,14,Player333,Last333,Midfielder,Portugal,1992-06-16,30,1
334,14,Player334,Last334,Forward,Argentina,1998-08-12,79,1
335,14,Player335,Last335,Defender,Italy,1995-07-09,28,1
336,14,Player336,Last336,Defender,England,1990-07-06,37,1
337,14,Player337,Last337,Goalkeeper,Netherlands,1994-11-03,11,1
338,14,Player338,Last338,Forward,Spain,1989-07-16,51,1
339,14,Player339,Last339,Midfielder,Germany,2001-01-26,3,1
340,14,Player340,Last340,Defender,England,1984-11-04,30,1
341,14,Player341,Last341,Forward,Netherlands,1985-08-18,80,1
342,14,Player342,Last342,Defender,France,1995-08-09,18,1
343,14,Player343,Last343,Defender,Italy,1994-09-21,54,1
344,14,Player344,Last344,Goalkeeper,Netherlands,1997-03-03,91,1
345,14,Player345,Last345,Midfielder,France,1994-07-08,36,1
346,14,Player346,Last346,Defender,Italy,1997-10-04,58,1
347,14,Player347,Last347,Midfielder,Portugal,2004-04-04,68,1
348,14,Player348,Last348,Forward,Portugal,2003-09-12,33,1
349,14,Player349,Last349,Goalkeeper,France,1995-10-21,77,1
350,14,Player350,Last350,Forward,Germany,1999-10-04,7,1
351,15,Player351,Last351,Midfielder,France,1995-06-22,7,1
352,15,Player352,Last352,Goalkeeper,Brazil,1991-11-23,56,1
353,15,Player353,Last353,Midfielder,Germany,1986-07-20,66,1
354,15,Player354,Last354,Defender,Netherlands,1997-08-04,24,1
355,15,Player355,Last355,Goalkeeper,Argentina,2000-08-19,20,1
356,15,Player356,Last356,Defender,Brazil,1992-08-20,89,1
357,15,Player357,Last357,Goalkeeper,Netherlands,1999-12-08,44,1
358,15,Player358,Last358,Forward,France,2000-08-23,95,1
359,15,Player359,Last359,Defender,India,2004-01-26,30,1
360,15,Player360,Last360,Goalkeeper,India,2001-07-22,65,1
361,15,Player361,Last361,Forward,Germany,1990-03-21,18,1
362,15,Player362,Last362,Defender,France,1987-06-02,37,1
363,15,Player363,Last363,Defender,Portugal,1984-01-26,8,1
364,15,Player364,Last364,Goalkeeper,England,2004-09-15,77,1
365,15,Player365,Last365,Forward,France,1985-07-23,97,1
366,15,Player366,Last366,Midfielder,Portugal,1985-03-26,33,1
367,15,Player367,Last367,Goalkeeper,France,1990-10-26,11,1
368,15,Player368,Last368,Goalkeeper,Italy,1994-05-15,31,1
369,15,Player369,Last369,Midfielder,Brazil,1997-08-06,30,1
370,15,Player370,Last370,Forward,England,1992-02-06,71,1
371,15,Player371,Last371,Midfielder,Portugal,1985-09-06,35,1
372,15,Player372,Last372,Defender,Brazil,2003-02-20,85,1
373,15,Player373,Last373,Goalkeeper,Italy,1985-07-13,45,1
374,15,Player374,Last374,Midfielder,Spain,1985-12-24,81,1
375,15,Player375,Last375,Midfielder,Spain,1990-04-08,75,1
376,16,Player376,Last376,Midfielder,Brazil,2003-12-21,38,1
377,16,Player377,Last377,Goalkeeper,Argentina,1984-01-02,84,1
378,16,Player378,Last378,Midfielder,Netherlands,1993-12-01,25,1
379,16,Player379,Last379,Goalkeeper,Brazil,1996-08-22,78,1
380,16,Player380,Last380,Midfielder,Germany,1998-01-13,79,1
381,16,Player381,Last381,Forward,Argentina,1997-03-12,19,1
382,16,Player382,Last382,Defender,Italy,2002-05-19,29,1
383,16,Player383,Last383,Goalkeeper,Argentina,1993-06-02,87,1
384,16,Player384,Last384,Goalkeeper,Argentina,1983-04-20,50,1
385,16,Player385,Last385,Goalkeeper,Spain,1994-12-16,97,1
386,16,Player386,Last386,Goalkeeper,Spain,2005-05-27,48,1
387,16,Player387,Last387,Goalkeeper,France,1999-10-13,79,1
388,16,Player388,Last388,Defender,France,1998-03-13,25,1
389,16,Player389,Last389,Goalkeeper,India,1987-07-22,57,1
390,16,Player390,Last390,Midfielder,Portugal,1985-10-24,48,1
391,16,Player391,Last391,Defender,France,2002-11-25,30,1
392,16,Player392,Last392,Goalkeeper,Netherlands,1996-10-21,89,1
393,16,Player393,Last393,Goalkeeper,England,1999-09-08,14,1
394,16,Player394,Last394,Midfielder,India,1996-08-03,31,1
395,16,Player395,Last395,Goalkeeper,India,1999-08-13,29,1
396,16,Player396,Last396,Forward,Spain,1995-03-27,77,1
397,16,Player397,Last397,Midfielder,France,1990-01-24,23,1
398,16,Player398,Last398,Midfielder,Argentina,1987-05-07,16,1
399,16,Player399,Last399,Midfielder,Netherlands,1998-05-01,12,1
400,16,Player400,Last400,Midfielder,Italy,1998-05-25,95,1
401,17,Player401,Last401,Midfielder,Argentina,1997-01-01,89,1
402,17,Player402,Last402,Defender,Spain,1996-11-24,87,1
403,17,Player403,Last403,Forward,Netherlands,1993-07-18,20,1
404,17,Player404,Last404,Forward,Germany,2000-07-20,6,1
405,17,Player405,Last405,Forward,Brazil,1997-09-24,81,1
406,17,Player406,Last406,Defender,Germany,1989-02-20,92,1
407,17,Player407,Last407,Midfielder,Brazil,2004-09-22,92,1
408,17,Player408,Last408,Forward,Netherlands,1985-09-25,16,1
409,17,Player409,Last409,Goalkeeper,France,1992-02-16,73,1
410,17,Player410,Last410,Forward,Germany,1994-06-11,71,1
411,17,Player411,Last411,Midfielder,Germany,2002-11-12,45,1
412,17,Player412,Last412,Midfielder,England,1985-11-07,86,1
413,17,Player413,Last413,Midfielder,Portugal,1988-08-03,72,1
414,17,Player414,Last414,Defender,Portugal,1988-10-07,31,1
415,17,Player415,Last415,Midfielder,Italy,1994-01-24,6,1
416,17,Player416,Last416,Forward,Brazil,1995-09-06,73,1
417,17,Player417,Last417,Defender,Portugal,1997-12-18,64,1
418,17,Player418,Last418,Forward,Spain,1990-04-20,56,1
419,17,Player419,Last419,Forward,France,2002-04-10,67,1
420,17,Player420,Last420,Goalkeeper,Germany,1983-04-04,21,1
421,17,Player421,Last421,Goalkeeper,Portugal,1994-10-13,53,1
422,17,Player422,Last422,Defender,Argentina,1984-06-26,65,1
423,17,Player423,Last423,Defender,Spain,2003-02-11,67,1
424,17,Player424,Last424,Defender,Brazil,1987-08-11,56,1
425,17,Player425,Last425,Midfielder,Portugal,1997-02-27,44,1
426,18,Player426,Last426,Goalkeeper,Germany,1986-06-10,62,1
427,18,Player427,Last427,Forward,France,2005-09-23,85,1
428,18,Player428,Last428,Defender,Spain,1983-07-24,58,1
429,18,Player429,Last429,Goalkeeper,Brazil,1983-12-21,8,1
